date,headline,content,url,source,country,primary_agenda,primary_category,political_categories,cultural_categories,political_score,cultural_score
2021-11-24,L-ilskan mot Margot Wallström: ”Falsk”,"Klimatminister Romina Pourmokhtari (L) deltar inte på toppmötet i Brasilien på grund av sin graviditet. S-veteranen Margot Wallström kräver nu hennes avgång – vilket väcker ilska hos liberalerna. Wallström svarar själv att hennes kritik inte handlar om klimatministerns graviditet. ”Tok-tolkningar”, skriver hon på X. Ljuduppspelningen är AI-genererad. Felaktigheter kan förekomma. Tunga S-profilen Margot Wallström vill att klimatminister Romina Pourmokhtari avgår eftersom hon inte deltar i klimattoppmötet i Brasilien. Pourmokhtari har tidigare sagt att hon avstår mötet eftersom hon är gravid. Liberalerna riktar nu hård kritik mot Wallström – som står fast vid sin kritik. Sveriges klimatminister Romina Pourmokhtari (L) kommer inte att delta på klimattoppmötet COP30 i Brasilien eftersom hon är gravid. I stället åker EU-minister Jessica Rosencrantz (M) på ett förmöte och ingen minister deltar under förhandlingarna. Det upprör S-profilen och tidigare utrikesministern Margot Wallström. På X skriver hon att klimatministern borde kliva åt sidan: ”Som en tragisk final på en totalt initiativlös och misslyckad ministertid uteblir Sveriges minister från det globala klimatmötet. Hon borde be att få lämna plats åt någon med energi och vilja och handlingskraft i dessa frågor – men det är väl för mycket begärt…” Kritiken väcker ilska i Liberalerna. – Det här visar på Socialdemokraternas sinnessjuka hyckleri. Jag hoppas att fler känner att man kan kombinera familj och karriär, säger partiledaren Simona Mohamsson. Hon kräver att S-ledaren Magdalena Andersson tar avstånd från Wallströms utspel. – Ska ministrar inte kunna kombinera familjeliv med att vara minister? Är det så hon tycker att man ska styra ett land? Då utgår jag ifrån att hon vill ha en regering med bara män, säger Simona Mohamsson. Och klimatminister Romina Pourmokhtari svarar Margot Wallström direkt. ”Inväntade detta fulspel från någon på oppositionens sida. Oväntat att det kommer från en tvåbarnsmamma. Bildgoogla Zikavi",https://www.expressen.se/nyheter/politik/l-ilskan-mot-margot-wallstrom-falsk/,Expressen,sweden,political,governance,"governance,parties,foreign_policy",arts,5,1
2021-11-18,DEBATT: Inte feminism att kräva gravida ministerns avgång,"S-profilen Margot Wallström kräver gravida klimatministern Romina Pourmokhtaris avgång eftersom hon inte deltar på klimattoppmötet i Brasilien. Ska en kvinna tvingas åsidosätta sin och sitt ofödda barns hälsa för att slippa kritik? skriver utrikesminister Maria Malmer Stenergard (M). Ljuduppspelningen är AI-genererad. Felaktigheter kan förekomma. Detta är en debattartikel. Det är skribenten som står för åsikterna i texten. DEBATT. Sverige är en stark röst och aktör för de globala ansträngningarna att minska utsläppen av växthusgaser. Tillsammans med EU har vi tagit en ledande roll i klimatarbetet genom att sätta pris på utsläpp, införa bindande klimatmål och anta lagstiftning som ska leda till att målen nås. Alla andra stora utsläppare behöver nu följa EU:s exempel. Det är inte bara en fråga för klimat- och miljöministern, utan för hela regeringen. Men i stället för att sätta fokus på klimatarbetet så har Socialdemokraterna, inte minst genom sin tidigare utrikesminister Margot Wallström, fått den inrikespolitiska debatten att handla om att klimat- och miljöministern Romina Pourmokhtari (L) inte åker på klimattoppmötet COP30 i Brasilien. Detta beror på att hon är gravid och har avråtts från att resa av sin barnmorska. I ett inlägg på X menade Wallström rentav att Pourmokhtari borde avgå och ”lämna plats åt någon med energi och vilja”. Att rikta kritik mot meningsmotståndare är vardagsmat i politiken. Men nog borde vi kunna förvänta oss mer av den före detta minister som lanserade den så kallade feministiska utrikespolitiken. Rimligtvis måste den feminismen också gälla på hemmaplan. Wallströms påhopp ställer ett par saker på sin spets. Ska en kvinna tvingas åsidosätta sin och sitt ofödda barns hälsa för att slippa kritik? Och är det vem som närvarar fysiskt på ett möte som räknas, eller är det resultaten som faktiskt spelar roll? När andra reagerar på Wallströms kvinnofientliga uttalande så svarar Wallström med att anklaga dem för ”tok-tolkningar” av hennes inlägg på ",https://www.expressen.se/debatt/debatt-inte-feminism-att-krava-gravida-ministerns-avgang/,Expressen,sweden,political,governance,"governance,foreign_policy","arts,work_culture",3,2
2021-11-10,Segeryra på Zohran Mamdanis valvaka: ”Fantastiskt”,"/ Emelie Svensson chevron-right Uppdaterad 11.49 | Publicerad 09.14 NEW YORK. För ett år sedan visste få vem han var. Nu skriver han historia. Under nattens valvaka i New York exploderade jublet när Zohran Mamdani, 34, klev upp på scenen som stans nya borgmästare. –Jag är stolt, säger Sex and the City-stjärnan Cynthia Nixon, 59 till Aftonbladet under segerfesten. Mamdanifebern nådde sin topp i New York i natt. Med glädjetårar, skratt och drinkar som spilldes i segergesterna. – Vi gjorde det! I teatern i Brooklyn, badande i kampanjens blågula färger, dansade hundratals anhängare i extas under den officiella valvakan. När resultatet projicerades på väggen – ögonblicket då allt de kämpat för blev verklighet – ville jublet aldrig ta slut. – Jag är så glad! Det här är så spännande. En vinst för New York, säger supportern Julia Pike, 28, som har Zohran-klistermärken fästa vid ögonen. Hon strålar ikapp med strålkastarna och dansar med vännerna. – Jag känner hopp för första gången på länge. 34-årige Zohran Mamdani har gjort kometkarriär och på kort tid skakat om den politiska kartan i New York. Med sitt vänsterpopulistiska budskap har han nu tagit sig hela vägen till den mäktigaste posten i USA:s största stad.Och han skriver historia: som den yngsta borgmästaren på hundra år. Som den första muslimen i stadshuset – och som övertygad demokratisk socialist.För många i rummet är han symbolen för det generationsskifte som många menar är nödvändig i amerikansk politik. I salen i Brooklyn syns flera välkända ansikten som stött Mamdani under kampanjen.En av dem är den världskända streamern och vänsteraktivisten Hasan Piker, 34, som beskriver stämningen som ”elektrisk”. Till Aftonbladet säger han att valresultatet visar att demokratväljare har fått nog av status quo och tomma löften.– De vill ha handling. De vill ha förändring. De vill ha någon som representerar arbetarklassen – en verklig kämpe. Det är tydligt att det här är något människor kräver över hela landet, säger han. – De ",https://www.aftonbladet.se/nyheter/a/lw8Ej3/segeryra-pa-zohran-mamdanis-valvaka-aftonbladet-pa-plats,Aftonbladet,sweden,cultural,religion,elections,"religion,arts,youth_culture",1,3
2021-11-09,Vallokalerna har stängt –Zohran Mamdani blir New Yorks nya borgmästare,"Den 4 november 2025 hölls borgmästarval i New York. Vinnare blev Demokraternas Zohran Mamdani, 34 år. Rivalen Andrew Cuomo, som ställde upp i valet som oberoende, var inte långt efter.",https://www.svt.se/nyheter/om/borgmastarval-i-new-york,SVT,sweden,political,elections,elections,,1,0
2021-11-04,Javascript är avstängt,"Hamas har förbundit sig att överlämna samtliga kvarlevor av de avlidna gisslan som finns kvar i Gaza, en process som Israel menar att terrorgruppen förhalar. SVT Verifierar har analyserat ett videoklipp som visar hur Hamas iscensätter upptäckten av en gisslans kvarlevor för Röda korsets personal. Under tisdagen bombade den israeliska militären (IDF) Gaza med motiveringen att Hamas bryter mot vapenvilans villkor. Över 100 människor dödades. Ett av skälen till angreppen var en drönarfilm som man menar visar hur Hamas iscensätter upptäckten av en gisslans kropp, uppger en talesperson till Israels premiärminister Benjamin Netanyahu. Enligt villkoren för vapenvilan ska Hamas återlämna kvarlevorna av samtliga israeliska gisslan. Hittills har man överlämnat kvarlevorna av 15 gisslan, medan 13 kroppar funnits kvar i Gaza. Två kistor skickades under torsdagen till Israel för identifiering. Israel säger att Hamas vet var alla kropparna finns och förhalar processen. Hamas menar att det finns svårigheter att hitta gisslans kroppar bland rasmassorna. Röda korset deltar i sökinsatsen som en ”neutral mellanhand”. På måndagen rapporterade IDF att hjälporganisationen lämnat över kvarlevorna av en gisslan. Dagen därpå publicerade IDF en drönarfilm från området där sökinsatsen ägde rum. Filmen visar hur maskerade män flyttar en vit säck från en byggnad till en grop varpå Röda korset anländer för att observera ”upptäckten”. Röda korset skriver i ett uttalande: ”Röda korset-teamet på platsen var inte medvetet om att en avliden person hade placerats där innan deras ankomst, vilket framgår av videomaterialet. I allmänhet omfattar inte vår roll som neutral mellanhand att gräva upp kroppar av avlidna. Vårt team observerade enbart vad som verkade vara återfinnandet av kvarlevor, utan någon förhandskunskap om omständigheterna som ledde fram till detta. Det är oacceptabelt att en iscensatt bärgning genomfördes”.Hamas har inte kommenterat videon men hänvisar till ett tidigare uttalande där Isra",https://www.svt.se/nyheter/utrikes/har-iscensatter-hamas-upptackten-av-gisslans-kropp,SVT,sweden,cultural,arts,"governance,foreign_policy",arts,2,2
2021-11-02,Bilist körde på fotgängare – flera svårt skadade,"TT chevron-right Publicerad 12.11 Minst tio personer har skadats när en bilist rammat fotgängare på den franska semesterön Oléron, rapporterar franska medier. För flera av de skadade bedöms läget som kritiskt, enligt franska BFMTV. Den misstänkte gärningsmannen har gripits. I samband med gripandet ropade han ”Allahu akbar”, uppger åklagarmyndigheten i La Rochelle, som ligger på fastlandet strax norr om Oléron. Den gripne mannen, som enligt åklagaren Arnaud Laraize avsiktligen körde in i människorna, uppges vara känd för polisen.",https://www.aftonbladet.se/nyheter/a/8qbqE2/bilist-korde-pa-fotgangare-flera-svart-skadade,Aftonbladet,sweden,unclassified,,,,0,0
2021-10-31,Våldtäktsindustrin: Jakten på den svenska tvåbarnspappan (del 1 av 2),"I april i år stormar specialagenter ett lyxhotell i Filippinerna. De är på jakt efter en svensk tvåbarnspappa, som misstänks vara inblandad i en global våldtäktsindustri. Det handlar om män i västvärlden som köper distansövergrepp på barn. Den här världen har infiltrerats av “Mike” – en amerikansk under cover-agent, som låtsas vara nätpedofil. Han har hittils lyckats rädda hundratals barn.Programledare: Elinor Ahlborn. Med Kristoffer Örstadius, granskande reporter på DN.Producent: Linnéa Hjortstam.",https://www.dn.se/podd/spotlight/valdtaktsindustrin-jakten-pa-den-svenska-tvabarnspappan-del-1-av-2/,DN,sweden,unclassified,,,,0,0
2021-10-29,Myggsmitta sprider sig i Europa – fall i Berlin,"En utskrift från Dagens Nyheter, 2025-11-05 12:12 Artikelns ursprungsadress: https://www.dn.se/varlden/myggsmitta-sprider-sig-i-europa-fall-i-berlin/ Flera europeiska länder rapporterar utbrott av West Nile – ett myggburet virus som rör sig norrut till följd av klimatförändringarna och nu även har hittats i Berlin. – Det finns ett behov för allmänheten att hålla sig uppdaterad i nuläget, säger Klara Sondén, infektionsläkare och biträdande statsepidemiolog. Är du redan prenumerant, logga in för att fortsätta läsa. Läs DN +Allt 2 mån för 9 kr. Sedan för halva priset i ett halvår, endast 125 kr/mån. Därefter ord. pris 249 kr/mån. DN.se, Expressen.se, lokala nyhetssajter och mer ingår. Läs DN +Allt 2 mån för 9 kr. Sedan för halva priset i ett halvår, endast 125 kr/mån. Därefter ord. pris 249 kr/mån. DN.se, Expressen.se, lokala nyhetssajter och mer ingår.",https://www.dn.se/varlden/myggsmitta-sprider-sig-i-europa-fall-i-berlin/,DN,sweden,cultural,arts,foreign_policy,arts,1,1
2021-10-23,Expert: Fick kämpa hårt för urvattnad kompromiss,"EU-ländernas beslut om nya klimatmål blev en urvattnad kompromiss, anser klimatforskaren Naghmeh Nasiritousi. – Men det är ändå ett viktigt steg för att EU ska ha någon sorts trovärdighet på klimatmötet nästa vecka, säger hon. Bara dagar innan FN:s klimattoppmöte drar igång i Brasilien lyckades EU-länderna enas om ett nytt klimatmål efter långa förhandlingar. Utsläppen ska minskas med 90 procent till 2040 jämfört med 1990, vilket är vad EU-kommissionen hade föreslagit. Men uppgörelsen innehåller också detaljer som gör det lättare för länderna att nå målet.",https://www.svd.se/a/zARA85/expert-fick-kampa-hart-for-urvattnad-kompromiss,SvD,sweden,political,foreign_policy,foreign_policy,,1,0
2021-10-18,Nannskog: ”Jag har haft tur – borde vara gigantisk”,"Daniel Nannskog skruvar på sig. – Det här är inget man ska vara stolt över, jag skäms egentligen, säger han. Över vad? Vad han äter varje dag efter middagen. Ljuduppspelningen är AI-genererad. Felaktigheter kan förekomma. Han har kallat sig själv ”The body” i många år. Daniel Nannskog, 51, fick smeknamnet under sin spelarkarriär i Norge i slutet på 00-talet och tog det till sig. Med en för honom sedvanlig mängd ironi, förstås. – Jag gillar ju att driva. Man får ju hoppas att de som följer mig på Instagram förstår det, jag tror det. Men ibland så tänker man ”undra om folk fattar jag driver med mig själv? Tänk om de tror att jag är så här sjuk i huvudet?”. Ibland börjar man tänka. Men jag bara kör, man måste ha lite roligt, sa han i en intervju med Expressen 2022. Men både träning och mat är viktigt för Nannskog. Han lägger ofta upp bilder på Instagram från när han tränar och när han medverkade i SVT:s Bergfeldt häromveckan berättade Nannskog hur han såg till att alla spelare i den norska klubben Stabæk, som han representerade 2005-2010, började äta bättre. Samtidigt erkände fotbollsprofilen att han egen kosthållning i dag inte är perfekt, utan att han äter mycket kebab och bakverk. – Jag är en gottegris, jag blir glad av sånt, säger han i Bergfeldt. En sak som dock inte framkom i SVT-programmet var vad Nannskog äter varje dag efter middagen, nämligen lösgodis. Och mycket av det. – Det stämmer till hundra procent, säger Nannskog och skrockar när Expressen frågar om det stämmer. – Efter middagen sätter jag mig i soffan och inom femton minuter, då måste jag ha det. Och det är inte lite godis jag äter heller. Varje dag? – Oh ja. Nannskog låter i det närmaste obekväm. – Det här är inget man ska vara stolt över, jag skäms egentligen lite. Men det stämmer. Hur lyckas du hålla dig i form trots det? – Det handlar mycket om mina gener, jag har haft tur att få bra gener. Sen är jag en träningsperiodare. Jag har mina ryck. När jag känner att jag börjar komma ur form, då kör jag ",https://www.expressen.se/sport/fotboll/nannskog-jag-har-haft-tur-borde-vara-gigantisk/,Expressen,sweden,cultural,sports,,sports,0,1
2021-10-01,Nya Black Friday-fusket: Så rundar butiken lagen,"Hundratusentals priser i svenska nätbutiker har redan höjts inför väntade sänkningar till Black Friday i slutet av november. – När prisökningar blir större än tio procent, då är det något som skulle kunna vara suspekt, säger Isabella Ahmadi, konsumentexpert på Prisjakt. Prisjämförelsesajten Prisjakt har tittat på närmare 3 miljoner priser under oktober – och slår fast att 13 procent av priserna på nätbutikerna har höjts med mer än 10 procent i oktober. Att vissa butiker höjer priser tillfälligt innan rea-perioder för att sedan sänka priserna är inget nytt fenomen. För att motverka denna typ av vilseledande marknadsföring måste företag vid prissänkningar ange det lägsta priset en vara haft senaste 30 dagarna. Detta sedan 2022 då prisinformationslagen uppdaterades.",https://www.svd.se/a/dRgORo/nya-black-friday-fusket-sa-rundar-butiken-lagen,SvD,sweden,unclassified,,,,0,0
2021-09-22,Efter historiska floppen – Pioli får gå,"/ TT chevron-right Publicerad 2025-11-04 14.05 Tio matcher utan seger, aldrig har Fiorentina inlett en ligasäsong på ett sämre sätt. Den hemska starten på den italienska Serie A-säsongen får konsekvenser. Tränaren Stefano Pioli sparkas. Pioli ledde – inte minst tillsammans med Zlatan Ibrahimovic – Milan till ligaseger för några år sedan. På sistone har jobben inte varit långvariga. Redan efter en säsong i saudiska al-Nassr hoppade han på uppdraget i Fiorentina, sexa förra säsongen i Serie A. Daniele Galloppa tar över tills vidare. Piolo, 60, är nummer tre bland Serie A-tränare att få sparken i höst. Tidigare har Igor Tudor fått lämna Juventus och Patrick Vieira arbetsbefriats i Genoa.",https://www.aftonbladet.se/sportbladet/fotboll/a/Ey0pd2/efter-historiska-floppen-pioli-far-ga,Aftonbladet,sweden,cultural,arts,,arts,0,1
2021-09-16,Mamdani vinner borgmästarval i NY,"Förhandsfavoriten Zohran Mamdani var snabbt i ledning när rösterna började räknas i borgmästarvalet i New York i USA klockan 03.00 natten mot onsdag svensk tid. Efter endast en halvtimme stod han klar som vinnare, slår nyhetsbyrån AP fast. 34-åringen blir därmed stadens yngsta borgmästare på flera generationer – och den första muslimen på posten någonsin. Av sina motståndare har han kallats för kommunist och naiv, och president Donald Trump har riktat kraftig kritik mot honom. Publicerad5 november 2025 kl 08:21 SVT:s nyheter ska stå för saklighet och opartiskhet. Det vi publicerar ska vara sant och relevant. Vid akuta nyhetslägen kan det vara svårt att få alla fakta bekräftade, då ska vi berätta vad vi vet – och inte vet. Läs mer om hur vi arbetar.",https://www.svt.se/nyheter/snabbkollen/mamdani-vinner-borgmastarval-i-ny,SVT,sweden,cultural,religion,"elections,parties","religion,arts,youth_culture",2,3
2021-09-13,Drönarlarm i Belgien – luftrummet öppet igen,"VärldenDrönarlarm fick flera flygplatser i Belgien att stänga under tisdagskvällen.Men i Bryssel är trafiken nu i gång igen, rapporterar Le Soir. Det första larmet kom vid 20-tiden på tisdagskvällen och gällde flygplatsen i Bryssel. – Av säkerhetsskäl har all flygtrafik tillfälligt stängts, förklarade Kurt Verwilligen, talesman för flygledartjänsten Skeyes till Le Soir. Flera flyg omleddes inledningsvis till flygplatsen i Liège – men även den stängdes strax senare efter ytterligare larm även där. Vid 21.30-tiden kunde emellertid trafiken till Bryssel återupptas, skriver Le Soir. Den senaste tiden har flera rapporter kommit om drönare som skådats över belgiska flygplatser.",https://www.gp.se/nyheter/varlden/dronarlarm-i-belgien-luftrummet-oppet-igen.99a46f12-3c21-5b86-8061-f79a65e8acdd,GP,sweden,cultural,arts,,arts,0,1
2021-09-13,Politiska bråket om Västtrafiks framtid: ”Skrämselpropaganda”,"Hur mycket ska vi betala för buss- och spårvagnsbiljetten? Hur mycket ska Västtrafik stå på egna ben?Frågan har orsakat en het politisk debatt mellan det rödgröna styret och oppositionen.Nu har oppositionen kört över styret och satt nya mål för trafikjätten.– Vi måste se till att de som reser är med och betalar, säger regionrådet Lars Holmin (M).",https://www.gp.se/nyheter/vastsverige/politiska-braket-om-vasttrafiks-framtid-skramselpropaganda-.e479c0c7-f7eb-464c-8f2b-d9ea81275b3c,GP,sweden,political,parties,parties,,1,0
2021-08-28,Bilderna förbryllar – bomben studsar,Kryper fram på natten • ”Stäng dörren!” Borgmästarens utspel möttes av storjubel Uppgifter efter bilderna i natt • Se tillslaget mot kraftverket Drönarattack i Svarta havet Filmen visar skottdramat i Ohio Nordkoreanska elittrupper tillbaka från Ryssland i uppvisning Paret flyr i skräck Smällar från i ryska Saratov Lastbilen med djuren välte – jakten i Mississippi Värdinnans mardröm i USA • 4 000 liter Svarar på frågan efter Andrew blivit exprins Ena handen upptagen – så slutar dramat Kan bära tolv Poseidonrobotar Marscherar genom populära målet • ”Skrämmande” Kaotiska scenerna efter knivattacken 2 döda • 14 skadade • 2 000 skott avlossade Se när polisen griper in Bilderna från Japan väcker frågor,https://www.expressen.se/tv/nyheter/varlden/ryska-missen-bomben-studsar-mot-marken/,Expressen,sweden,cultural,arts,,arts,0,2
2021-08-25,Drönarlarm i Belgien – luftrummet öppet igen,"Uppdaterad 21.39 | Publicerad 21.20 Drönarlarm fick flera flygplatser i Belgien att stänga under tisdagskvällen. Men i Bryssel är trafiken nu i gång igen, rapporterar Le Soir. Det första larmet kom vid 20-tiden på tisdagskvällen och gällde flygplatsen i Bryssel. – Av säkerhetsskäl har all flygtrafik tillfälligt stängts, förklarade Kurt Verwilligen, talesman för flygledartjänsten Skeyes till Le Soir. Flera flyg omleddes inledningsvis till flygplatsen i Liège – men även den stängdes strax senare efter ytterligare larm även där. Vid 21.30-tiden kunde emellertid trafiken till Bryssel återupptas, skriver Le Soir. Den senaste tiden har flera rapporter kommit om drönare som skådats över belgiska flygplatser.",https://www.aftonbladet.se/nyheter/a/Gyv3ax/dronarlarm-i-belgien-flygplatser-stangs,Aftonbladet,sweden,cultural,arts,,arts,0,1
2021-08-20,Javascript är avstängt,"Förhandsfavoriten Zohran Mamdani var snabbt i ledning när rösterna började räknas i borgmästarvalet i New York i USA klockan 03.00 natten mot onsdag svensk tid. Efter endast en halvtimme stod han klar som vinnare. 34-åringen blir därmed stadens yngsta borgmästare på flera generationer – och den första muslimen på posten någonsin. Det uppmärksammade valet i staden New York har lockat många väljare till vallokalerna – och klockan 03.34 natten mot onsdag svensk tid slår nyhetsbyrån AP fast att Zohran Mamdani tagit hem borgmästartiteln. – I det här ögonblicket av politiskt mörker ska New York vara ljuset, sa Mamdani i sitt segertal, där han också Den självutnämnda demokratiska socialisten låg snabbt i ledning när vallokalerna stängde vid tre, med vallöften som gratis förskola, frysta hyror, avgiftsfria bussar och höjda skatter för de rikaste. Av sina motståndare har han kallats för kommunist och naiv, och president Donald Trump har riktat kraftig kritik mot honom. I sitt segertal riktade Mamdani en pik till Trump. – Om någon kan visa ett land förrått av Donald Trump hur man bekämpar honom, är det staden som lyfte honom, sa Mamdani. Rivalen Andrew Cuomo förlorade mot Mamdani i Demokraternas primärval i somras, och valde efter det att ställa upp i borgmästarvalet som oberoende. Han har till och med backats av Trump själv då republikanen som ställer upp i valet, Curtis Sliwa, ansetts ha minimala chanser att vinna. 34-åriga Zohran Mamdani blir stadens första muslimska borgmästare någonsin, och den yngsta på över ett sekel. Utöver borgmästarvinsten för Demokraterna i New York, kammar partiet hem viktiga guvernörsval. Abigail Spanberger vinner valet i Virginia och tar över makten efter republikanen Glenn Youngkin. Hon blir dessutom den första kvinnliga guvernören i delstaten. Samtidigt besegrar Mikie Sherrill den Trump-allierade Jack Ciattarelli i New Jersey. Mamdani tillträder som som borgmästare i New York den 1 januari 2026. Texten uppdateras Uppdaterad5 november 2025 kl 0",https://www.svt.se/nyheter/utrikes/vallokalerna-i-new-york-har-stangt,SVT,sweden,cultural,youth_culture,"elections,parties","religion,arts,youth_culture",2,4
2021-08-07,Ny vändning i Knox-fallet – ”mystisk kvinna flydde”,Hon försvann efter mordet. Nu tros den mystiska kvinnan kunna kasta nytt ljus över det uppmärksammade fallet. check Åklagaren säkercheck ”Har inte skipats rättvisa”,https://www.aftonbladet.se/nyheter/a/mP764L/ny-vandning-i-amanda-knox-fallet-mystisk-kvinna-flydde,Aftonbladet,sweden,unclassified,,,,0,0
2021-07-30,Carl Bildt: Därför kan Putin inte vinna kriget,"Allt blir bara värre, men Carl Bildt vägrar släppa tron på en bättre värld. Vändningen kan komma redan om några månader – när Ryssland inser att kriget i Ukraina inte går att vinna. check Kriget i Ukrainacheck Dubbelmoralen kring Gazacheck Oroande utvecklingen i USAcheck Riskerna med en AI-revolution",https://www.aftonbladet.se/nyheter/a/73X1P9/carl-bildt-darfor-kan-putin-inte-vinna-kriget-i-ukraina,Aftonbladet,sweden,unclassified,,,,0,0
2021-07-27,Javascript är avstängt,"Zohran Mamdani vinner borgmästarvalet i New York. Till hans utmaningar hör motsättningar inom demokraterna och att uppfylla vallöftena, enligt SVT:s USA-korrespondent Carl Fridh Kleberg. Efter att vallokalerna i New York stängt stod det klart att det blir demokraten Zohran Mamdani som valts till ny borgmästare i New York. I sina vallöften ingår bland annat att ta itu med New Yorks höga levnadsomkostnader som dyra bostäder och höga matpriser. – Det är saker som de New York-bor som vi pratat med absolut ser som sina huvudsakliga problem och det gäller inte bara Mamdanis väljare. Frågan är om han kan leverera där och visa att det inte bara var valfläsk, det kommer bli en utmaning och något som folk kommer att följa nära, säger Carl Fridh Kleberg. Det finns även en fråga om hur Mamdani ska sträcka ut en hand till de väljare som känner bristande förtroende för honom, säger Fridh Kleberg. Bland annat har anklagelser om antisemitism riktats mot honom eftersom han varit kritisk till Israels regering. Själv har han nekat till anklagelserna och sagt att de ”smärtar honom”. – Jag har pratat med judiska väljare som uttryckt oro för ett svårare klimat för judar. Han har många att övertyga av olika skäl. USA:s president Donald Trump har ännu inte reagerat på Mamdanis vinst. Trump stöttade Andrew Cuomo, som ställde upp i valet som oberoende efter att han förlorat mot Mamdani i demokraternas primärval i somras. Trump har tidigare sagt att han skulle dra in ekonomiska bidrag till New York om Mamdani vinner och har även kallat honom för en”farlig vänstergalning”. – Trump är nog en av de mest kända New Yorkborna-men är ingen politisk vän av Mamdani. Från övrigt republikanskt håll har man reagerat med bestörtning och beskriver det som att man valt en socialist eller en kommunist till borgmästare, något som experter och Mamdani själv avfärdat. Mamdani kallar sig för demokratisk socialist och tillhör vänsterfalangen av demokraterna. – Det finns även interna konflikter mellan Mamdanis vän",https://www.svt.se/nyheter/utrikes/usa-korrespondenten-om-mamdanis-vinst-har-manga-att-overtyga,SVT,sweden,political,elections,"elections,governance,economy",arts,3,1
2021-07-21,Patrik Lundberg: Sölvesborg har knäckt framgångskoden,"En utskrift från Dagens Nyheter, 2025-11-05 12:12 Artikelns ursprungsadress: https://www.dn.se/sverige/patrik-lundberg-solvesborg-har-knackt-framgangskoden/ Kommuner i periferin har i regel två val. Att lägga sig platt. Eller att göra som i Sölvesborg. Är du redan prenumerant, logga in för att fortsätta läsa. Läs DN +Allt 2 mån för 9 kr. Sedan för halva priset i ett halvår, endast 125 kr/mån. Därefter ord. pris 249 kr/mån. DN.se, Expressen.se, lokala nyhetssajter och mer ingår. Läs DN +Allt 2 mån för 9 kr. Sedan för halva priset i ett halvår, endast 125 kr/mån. Därefter ord. pris 249 kr/mån. DN.se, Expressen.se, lokala nyhetssajter och mer ingår.",https://www.dn.se/sverige/patrik-lundberg-solvesborg-har-knackt-framgangskoden/,DN,sweden,cultural,arts,elections,arts,1,1
2021-07-19,Våldsamma protester – detta har hänt i Tanzania,"VärldenValresultatet fick Tanzania att koka över. Landsomfattade demonstrationer bröt ut när president Samia Suluhu Hassan utsågs till segrare i valet – där de största motståndarna stoppats från att delta. Hundratals uppges ha dött i oroligheterna. Tanzania, på Afrikas östkust, är ett populärt turistmål för många ressugna européer. Safariresorna till den nästan 15 000 kvadratkilometer stora nationalparken Serengeti samt paradisön Zanzibar lockar många, samtidigt som landet är känt för att vara ett av tryggaste på den afrikanska kontinenten. Men under den senaste veckan har landet skakats av omfattande protester, i samband med ett utbrett missnöje mot landets valresultat. Den var den 29 oktober som det hölls president- och parlamentsval i Tanzania, vilket ledde till att protester bröt ut. De våldsamma upploppen och sammandrabbningarna med landets polis kom efter att Tanzanias president sedan 2021, Samia Suluhu Hassan, deklarerades till segrare, i ett val där hennes främsta motståndare inte fick delta. Det största oppositionspartiet, Chadema – som har diskvalificerade från att delta i valet – har uppmanat till bojkott om inte valsystemet förändras, rapporterar den brittiska tidningen The Guardian. I april arresterades också den vice ordförande för oppositionspartiet, Tundu Lissu, och åtalades för landsförräderi och cyberbrottslighet. Även oppositionspartiet CT-Wazalendo fick inte delta, skriver tidningen. Samtidigt har regeringskritiker kidnappats och arresterats inför att tanzanierna skulle gå till valurnorna. Oroligheterna ledde även till att ett utegångsförbud infördes i landet och det har rapporterats om stora internetstörningar. Den 3 november lyftes utegångsförbudet. Demonstrationerna var fokuserade i hamnstaden Dar es Salaam, men spred sig snabbt över landet. Omkring 700 personer hade dödats under de tre inledande dagarna av protesterna, enligt oppositionspartiet Chadema, vilket har rapporterats av The Guardian. – Just nu är siffran för dödsfall i Dar (es Salaa",https://www.gp.se/nyheter/varlden/valdsamma-protester-detta-har-hant-i-tanzania.4ae68839-85af-4b11-ad88-6c1703635efc,GP,sweden,political,parties,"elections,governance,parties,foreign_policy",arts,5,1
